0.0237,0.0132,0.0067,0.00548,0.00379,0.00339,0.00419,0.00245,0.000655,0.00965,0.0131,0.0182,0.00684,0.00762,0.00848,0.00415,0.00686,0.0079,0.00582,0.0054,0.00531,0.0169,0.00816,0.00597
0.0282,0.0129,0.006,0.00485,0.00333,0.00297,0.00387,0.0024,0.000687,0.00896,0.0124,0.0177,0.00648,0.00748,0.00861,0.00363,0.00613,0.00708,0.00573,0.00531,0.00521,0.0177,0.00836,0.00596
0.0268,0.0117,0.00541,0.0044,0.00305,0.00274,0.00362,0.00237,0.000726,0.00849,0.012,0.0175,0.00625,0.00743,0.00883,0.00324,0.0056,0.00648,0.00575,0.00533,0.00523,0.0194,0.0091,0.00624
0.0231,0.0104,0.00493,0.00403,0.00285,0.00257,0.00341,0.00234,0.000775,0.00812,0.0117,0.0174,0.0061,0.00747,0.00914,0.00294,0.00518,0.00601,0.00583,0.00541,0.0053,0.0215,0.0102,0.00669
0.0173,0.00879,0.00447,0.00372,0.00271,0.00247,0.00322,0.0023,0.000822,0.00782,0.0115,0.0174,0.006,0.00757,0.00956,0.00267,0.00483,0.00562,0.00585,0.00543,0.00531,0.0236,0.0113,0.00717
0.0118,0.00738,0.00427,0.00366,0.00277,0.00255,0.00321,0.00236,0.000896,0.00792,0.0118,0.018,0.00618,0.00797,0.0103,0.00259,0.00477,0.00557,0.00594,0.00553,0.00541,0.0255,0.0123,0.00771
0.0109,0.00714,0.00427,0.00368,0.00283,0.00261,0.00327,0.00246,0.000996,0.00809,0.0121,0.0186,0.00634,0.00824,0.0107,0.0026,0.00481,0.00562,0.00616,0.00585,0.00575,0.0284,0.0142,0.00881
0.0096,0.00664,0.0042,0.00368,0.0029,0.00271,0.00331,0.00255,0.0011,0.0083,0.0125,0.0193,0.00652,0.00857,0.0112,0.00257,0.00484,0.00568,0.00633,0.00612,0.00606,0.0314,0.0163,0.0101
0.00769,0.00586,0.00411,0.00369,0.00305,0.00287,0.00335,0.00264,0.0012,0.00851,0.0129,0.02,0.00671,0.0089,0.0118,0.00255,0.00489,0.00576,0.00649,0.00635,0.00633,0.0342,0.0183,0.0114
0.00617,0.00507,0.00391,0.00361,0.00311,0.00297,0.00332,0.00268,0.0013,0.00851,0.0129,0.0202,0.00675,0.00907,0.0122,0.00246,0.00481,0.00569,0.00665,0.00658,0.00658,0.037,0.0203,0.0127
0.00438,0.00402,0.0036,0.00349,0.00325,0.00317,0.00324,0.00267,0.00135,0.00836,0.0128,0.0201,0.0067,0.00913,0.0124,0.00235,0.00466,0.00552,0.00675,0.00654,0.00648,0.0379,0.0207,0.0128
0.00261,0.00265,0.00284,0.00293,0.0031,0.00313,0.00276,0.00238,0.00131,0.00723,0.0113,0.0181,0.0059,0.00828,0.0117,0.00196,0.00394,0.00466,0.0068,0.00606,0.00577,0.0359,0.0183,0.0109
0.00197,0.00212,0.00252,0.00273,0.0032,0.00335,0.0026,0.00227,0.00131,0.00686,0.0108,0.0175,0.00566,0.00807,0.0117,0.00181,0.00369,0.00436,0.00734,0.00591,0.00533,0.0347,0.0168,0.0096
0.00171,0.0019,0.0024,0.00266,0.00331,0.00353,0.00254,0.00225,0.00131,0.00681,0.0108,0.0176,0.00567,0.00819,0.012,0.00174,0.00361,0.00428,0.00819,0.00619,0.00538,0.0358,0.0173,0.00977
0.0015,0.00171,0.00227,0.00258,0.00342,0.00374,0.00247,0.00221,0.00133,0.00667,0.0106,0.0174,0.00562,0.00823,0.0123,0.00168,0.00351,0.00417,0.00849,0.0062,0.00528,0.0365,0.0173,0.00965
0.00116,0.00137,0.00196,0.0023,0.00337,0.00384,0.00223,0.00203,0.00128,0.00607,0.00973,0.0162,0.00521,0.00778,0.012,0.00148,0.00316,0.00374,0.00805,0.00563,0.0047,0.035,0.0157,0.00841
0.001,0.00121,0.00182,0.0022,0.00348,0.00412,0.00213,0.00196,0.00129,0.00584,0.0094,0.0158,0.00509,0.00771,0.0121,0.00141,0.00302,0.00359,0.00766,0.00527,0.00439,0.0347,0.015,0.00787
0.000846,0.00104,0.00162,0.00198,0.00329,0.00398,0.00193,0.0018,0.00126,0.00529,0.00857,0.0145,0.00469,0.00723,0.0117,0.00126,0.00273,0.00323,0.00677,0.00463,0.00389,0.0332,0.0135,0.00686
0.000617,0.000777,0.00125,0.00155,0.00268,0.00332,0.00152,0.00145,0.0011,0.00417,0.00681,0.0118,0.00373,0.00585,0.00977,0.000986,0.00213,0.00251,0.00531,0.00349,0.00298,0.0275,0.00962,0.00465
0.000392,0.000504,0.00084,0.00106,0.00197,0.00256,0.00105,0.00102,0.000847,0.00288,0.00473,0.00839,0.00258,0.00409,0.00701,0.000679,0.00146,0.0017,0.0035,0.00218,0.00195,0.0174,0.00457,0.00235
0.000223,0.000294,0.000513,0.000662,0.00133,0.00182,0.000658,0.000645,0.000578,0.00181,0.00297,0.00533,0.00162,0.00258,0.0045,0.000423,0.00091,0.00105,0.00183,0.00121,0.00117,0.00743,0.0016,0.0012
0.000173,0.000233,0.000417,0.000542,0.00111,0.00153,0.00054,0.000532,0.000489,0.00149,0.00244,0.00439,0.00133,0.00213,0.00373,0.000344,0.000748,0.000866,0.00138,0.000984,0.000967,0.0051,0.00115,0.000976
0.000153,0.00021,0.000384,0.000502,0.00103,0.00142,0.0005,0.000494,0.00046,0.00138,0.00228,0.0041,0.00124,0.00199,0.00349,0.000315,0.000695,0.000805,0.00126,0.000921,0.000908,0.00471,0.00106,0.000915
0.000133,0.000186,0.000347,0.000456,0.000937,0.00129,0.000455,0.00045,0.000424,0.00127,0.00209,0.00376,0.00114,0.00183,0.00321,0.000283,0.000635,0.000736,0.00114,0.000849,0.000839,0.00415,0.000955,0.000844
