0.00567,0.005994406,0.007183986,0.006212957,0.005149807,0.006894829,0.005181614,0.004513684
0.00588,0.006186623,0.00718407,0.006392337,0.005246025,0.007045165,0.005295796,0.004680184
0.00604,0.00632686,0.007506085,0.006652711,0.005360819,0.007127261,0.005425332,0.004774397
0.00616,0.006484742,0.007778395,0.006812663,0.005517988,0.007467558,0.005574593,0.004899736
0.0063,0.006644589,0.007925528,0.006954806,0.005654379,0.007720674,0.005649693,0.004996794
0.00646,0.006775139,0.007975632,0.007075384,0.005796552,0.007536923,0.005769292,0.005076272
0.00657,0.006920891,0.008143167,0.007171191,0.005922859,0.007688538,0.005886831,0.005145732
0.00671,0.007063488,0.008333586,0.007271612,0.006034782,0.007868791,0.00599068,0.005247362
0.00682,0.007167247,0.008409982,0.007466167,0.006179695,0.007853162,0.006114943,0.005362417
0.00696,0.00728655,0.008596997,0.007596067,0.006339091,0.007986648,0.006225856,0.005503867
0.00708,0.007409496,0.008652771,0.007751059,0.006495709,0.008129068,0.006367469,0.005603466
0.00723,0.007565808,0.008817091,0.007888138,0.006631129,0.008293086,0.006544304,0.005720432
0.00739,0.007730007,0.008967203,0.008056466,0.006799624,0.008547403,0.00668324,0.005846196
0.00753,0.007905089,0.009111767,0.008233024,0.006907734,0.008779861,0.006865434,0.005949429
0.007697835,0.008097785,0.009313616,0.008407636,0.007048837,0.00879852,0.007007182,0.006064378
0.007933247,0.008408951,0.009439068,0.00848748,0.007190427,0.008972063,0.007093318,0.006319418
0.008106279,0.008557776,0.009683055,0.008667741,0.00734543,0.009002893,0.007274238,0.006470414
0.00828018,0.008733305,0.010008428,0.008837435,0.007502139,0.009330223,0.007449207,0.006618487
0.008469193,0.008896301,0.010192961,0.009055506,0.0077319,0.00940348,0.007586815,0.006785857
0.008679368,0.009087131,0.010466971,0.009294108,0.007949483,0.009837783,0.007767532,0.006950094
0.00888,0.009261542,0.010733817,0.009502803,0.008145193,0.009901436,0.007945999,0.00708824
0.00907,0.009476073,0.011105875,0.00968959,0.008369657,0.010309185,0.008120642,0.007281999
0.0093,0.009706593,0.011384474,0.009889083,0.008609661,0.010560609,0.008300968,0.0074309
0.00945,0.009933719,0.011658646,0.010064992,0.00878022,0.010677887,0.00848221,0.007602697
0.00968,0.010209659,0.011961349,0.01030203,0.008982089,0.010743947,0.008671313,0.007724725
0.00989,0.010521844,0.012222601,0.010513653,0.0092008,0.010957471,0.008858903,0.007925111
0.0101,0.010789055,0.012561633,0.01076737,0.009433282,0.011296971,0.009031761,0.008109582
0.0104,0.011106881,0.012808125,0.010982225,0.009654206,0.011615046,0.009293178,0.0083254
0.0107,0.0114265,0.01313342,0.011225849,0.009903945,0.011828442,0.009565252,0.008520449
0.0109,0.011719475,0.013391689,0.011423166,0.010120029,0.012173474,0.009754282,0.008751771
0.0111,0.012033131,0.013679028,0.011688808,0.010362792,0.012182065,0.009993348,0.008945644
0.0114,0.012326247,0.013927203,0.011892099,0.010590256,0.012431428,0.010204911,0.009137177
0.0116,0.01263335,0.014158122,0.012113018,0.010822644,0.012729821,0.010424543,0.009354468
0.0118,0.012957291,0.014488723,0.012347939,0.011063447,0.012717377,0.010625362,0.009578874
