0.003419018,0.008855174,0.007590307,0.004005779,0.003700503,0.009611445,0.006927982,0.002534875,0.003885132,0.00489736,0.003954027
0.00343798,0.009130268,0.007908123,0.00422715,0.003756756,0.009937821,0.007099304,0.002934589,0.003979595,0.004958147,0.003967349
0.003575288,0.009426161,0.008140483,0.004380455,0.003892006,0.010084268,0.007163596,0.002762694,0.004010573,0.004893827,0.004145266
0.003681952,0.009676588,0.008403043,0.004515964,0.003964419,0.010418592,0.007137573,0.002886046,0.004073608,0.005061907,0.004173638
0.003692701,0.009909353,0.008651038,0.004706387,0.004003689,0.010690749,0.007060928,0.003009729,0.004138539,0.005105349,0.004276009
0.00377822,0.010076843,0.00889079,0.004860411,0.004120169,0.010933661,0.006996812,0.003082744,0.004249336,0.005203247,0.004395303
0.003857798,0.010255091,0.009171851,0.005010013,0.004197565,0.011192633,0.006898915,0.00303342,0.004272384,0.005115361,0.004419755
0.003960074,0.010465639,0.009327839,0.005132076,0.004294789,0.011459065,0.006942137,0.003008347,0.004325922,0.005064599,0.004391491
0.004003381,0.010659333,0.009488344,0.005299194,0.004399878,0.01166506,0.007055374,0.003110812,0.004376598,0.00510973,0.004353235
0.004084403,0.010846385,0.009734831,0.005442784,0.004511144,0.011880269,0.007226909,0.003130589,0.00447521,0.004927032,0.004355105
0.004163367,0.011072803,0.010032089,0.005615216,0.004617014,0.012116224,0.007437527,0.003264308,0.004537749,0.004926405,0.004352966
0.004266351,0.011285565,0.010239408,0.005761457,0.004749808,0.012463995,0.007656958,0.003223733,0.004616913,0.004965637,0.004350307
0.004451464,0.011518436,0.010518962,0.005928547,0.004885872,0.012883508,0.007881557,0.003234234,0.004709157,0.00488715,0.004344815
0.004553678,0.011804056,0.010806841,0.006060025,0.004995283,0.013249195,0.008115423,0.003258717,0.004775527,0.004725486,0.004329294
0.004721944,0.01204418,0.011095205,0.006184459,0.005129469,0.013607874,0.008375195,0.003382273,0.004879207,0.004699213,0.004361841
0.004911949,0.012577359,0.01165774,0.006557197,0.005367862,0.013770727,0.008512359,0.00351758,0.004859936,0.004514535,0.004413639
0.005014489,0.012839832,0.012054998,0.006774159,0.005481104,0.014226295,0.008891874,0.003394122,0.004962585,0.004523917,0.004374742
0.005205393,0.013123655,0.012362068,0.006925453,0.005579761,0.014632238,0.009317273,0.003624226,0.005020515,0.004480969,0.004322427
0.00530851,0.013387577,0.01281995,0.007112831,0.005719573,0.015088773,0.009778201,0.003630434,0.005111756,0.004425088,0.004253526
0.005474037,0.013635173,0.013257898,0.007284421,0.005885352,0.015597885,0.010228959,0.003717049,0.00521542,0.004366526,0.004200885
0.005651711,0.013973488,0.013678377,0.007428872,0.006005801,0.01610117,0.01065434,0.003765667,0.005310493,0.004267019,0.00412267
0.005769493,0.014253897,0.014168222,0.007668177,0.006140818,0.01659051,0.01099845,0.003860216,0.00541499,0.004212666,0.004140702
0.005962926,0.014569556,0.014661831,0.007905018,0.006218168,0.017053815,0.011285838,0.00399867,0.005529999,0.004215661,0.004177125
0.006107496,0.014908766,0.015187326,0.008195133,0.006334686,0.017587695,0.011499843,0.004040837,0.005632269,0.004226184,0.004198499
0.006287917,0.015278939,0.015714556,0.008469146,0.006470343,0.018124361,0.011711389,0.004075034,0.005757596,0.004258713,0.004244483
0.006455383,0.01571238,0.016331239,0.008704506,0.00659598,0.018700521,0.011916593,0.004245735,0.005896444,0.004451204,0.004360022
0.006665115,0.016147368,0.016905993,0.009023685,0.006759333,0.019299008,0.012120759,0.004265253,0.006062857,0.004503363,0.004440294
