0.075948,0.047755,0.058923,0.049253,0.015369,0.018836,0.013799,0.015048
0.077128,0.048257,0.059871,0.049659,0.015412,0.018875,0.013839,0.014748
0.078296,0.048558,0.060715,0.050101,0.015491,0.018758,0.013795,0.014711
0.079099,0.048759,0.061426,0.050327,0.015555,0.018584,0.013687,0.014328
0.079568,0.048857,0.061734,0.050333,0.015525,0.018451,0.013614,0.014121
0.079783,0.048839,0.061894,0.050282,0.015416,0.018227,0.0135,0.013923
0.07991,0.048865,0.062044,0.050014,0.015351,0.017902,0.013368,0.013674
0.080077,0.048881,0.061959,0.049939,0.015245,0.017658,0.013225,0.013507
0.080367,0.048875,0.061793,0.049739,0.015132,0.017252,0.013087,0.013263
0.080565,0.048923,0.061794,0.049563,0.015026,0.016903,0.012968,0.013167
0.080824,0.048904,0.061799,0.049456,0.01496,0.016651,0.012855,0.013069
0.081067,0.048971,0.061759,0.04939,0.01489,0.016441,0.012761,0.012995
0.081315,0.049022,0.061973,0.049293,0.014844,0.016359,0.012723,0.012971
0.081463,0.048975,0.061964,0.049261,0.014834,0.016208,0.01271,0.012827
0.081686,0.048987,0.062077,0.049168,0.014852,0.016086,0.012734,0.012749
0.08213,0.049162,0.062806,0.048938,0.015209,0.016435,0.013188,0.012838
0.082211,0.049217,0.063541,0.048859,0.015287,0.016305,0.013169,0.012908
0.082184,0.049195,0.064182,0.048723,0.015342,0.016214,0.013097,0.012869
0.082066,0.049136,0.064727,0.04854,0.01539,0.01611,0.013061,0.012806
0.0818,0.04896,0.06514,0.048277,0.015417,0.015989,0.012986,0.012789
0.081486,0.04874,0.065428,0.047885,0.015437,0.015917,0.012941,0.012695
0.080985,0.048384,0.065417,0.047442,0.015471,0.015816,0.012913,0.012645
0.080471,0.048006,0.0653,0.046884,0.015526,0.015879,0.012885,0.012654
0.079625,0.04744,0.064874,0.046276,0.015573,0.015871,0.012831,0.012672
0.078588,0.046879,0.064388,0.045641,0.015731,0.015873,0.012858,0.012712
0.07746,0.046256,0.063743,0.045013,0.015904,0.015967,0.012921,0.012848
0.076233,0.045548,0.062971,0.044178,0.016167,0.016054,0.013022,0.01294
